split,label,path,filename,extension,readable,height,width,channels,md5_hash
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1132.jpeg,cast_ok_0_1132.jpeg,.jpeg,True,300,300,3,2c5a963deac802a08bcd2be692c2ccd3
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1207.jpeg,cast_ok_0_1207.jpeg,.jpeg,True,300,300,3,2c8522382555f693b73dc6751defc449
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1207.jpeg,cast_ok_0_1207.jpeg,.jpeg,True,300,300,3,2c8522382555f693b73dc6751defc449
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1137.jpeg,cast_ok_0_1137.jpeg,.jpeg,True,300,300,3,3294a72d6896a89764a6752c319eaade
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1137.jpeg,cast_ok_0_1137.jpeg,.jpeg,True,300,300,3,3294a72d6896a89764a6752c319eaade
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1096.jpeg,cast_ok_0_1096.jpeg,.jpeg,True,300,300,3,329e01de9631e5791a3be454a90a322c
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1096.jpeg,cast_ok_0_1096.jpeg,.jpeg,True,300,300,3,329e01de9631e5791a3be454a90a322c
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1069.jpeg,cast_ok_0_1069.jpeg,.jpeg,True,300,300,3,33a0b23b1e90d9863e33fa995fb939ac
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1069.jpeg,cast_ok_0_1069.jpeg,.jpeg,True,300,300,3,33a0b23b1e90d9863e33fa995fb939ac
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1040.jpeg,cast_ok_0_1040.jpeg,.jpeg,True,300,300,3,355f9117005af8490df8f9b4d8c44ea5
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1040.jpeg,cast_ok_0_1040.jpeg,.jpeg,True,300,300,3,355f9117005af8490df8f9b4d8c44ea5
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_864.jpeg,cast_ok_0_864.jpeg,.jpeg,True,300,300,3,35bfd9819859b2f7629f5f8239f4cd09
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_864.jpeg,cast_ok_0_864.jpeg,.jpeg,True,300,300,3,35bfd9819859b2f7629f5f8239f4cd09
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1077.jpeg,cast_ok_0_1077.jpeg,.jpeg,True,300,300,3,37b99d4b316ea1d996f241cdd3191679
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1077.jpeg,cast_ok_0_1077.jpeg,.jpeg,True,300,300,3,37b99d4b316ea1d996f241cdd3191679
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1028.jpeg,cast_ok_0_1028.jpeg,.jpeg,True,300,300,3,3b20a1bcf173fb96413114c7fe1dfa20
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1028.jpeg,cast_ok_0_1028.jpeg,.jpeg,True,300,300,3,3b20a1bcf173fb96413114c7fe1dfa20
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1218.jpeg,cast_ok_0_1218.jpeg,.jpeg,True,300,300,3,3b61912a4ac9081d4d6fa5c1c50ea60b
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1218.jpeg,cast_ok_0_1218.jpeg,.jpeg,True,300,300,3,3b61912a4ac9081d4d6fa5c1c50ea60b
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1169.jpeg,cast_ok_0_1169.jpeg,.jpeg,True,300,300,3,41bf44e4e128d2ce6f5ec933dc49c64a
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1169.jpeg,cast_ok_0_1169.jpeg,.jpeg,True,300,300,3,41bf44e4e128d2ce6f5ec933dc49c64a
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_998.jpeg,cast_ok_0_998.jpeg,.jpeg,True,300,300,3,44b50b95d7af5e2144321ad6a874cef2
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_998.jpeg,cast_ok_0_998.jpeg,.jpeg,True,300,300,3,44b50b95d7af5e2144321ad6a874cef2
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1019.jpeg,cast_ok_0_1019.jpeg,.jpeg,True,300,300,3,4d0e3e62ae890ab19afc51a83982e49a
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1019.jpeg,cast_ok_0_1019.jpeg,.jpeg,True,300,300,3,4d0e3e62ae890ab19afc51a83982e49a
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_989.jpeg,cast_ok_0_989.jpeg,.jpeg,True,300,300,3,524a8615dffeb51c1850457fdf5ae2f1
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_989.jpeg,cast_ok_0_989.jpeg,.jpeg,True,300,300,3,524a8615dffeb51c1850457fdf5ae2f1
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_937.jpeg,cast_ok_0_937.jpeg,.jpeg,True,300,300,3,5fe777675a8302287a8e3ed987764e32
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_937.jpeg,cast_ok_0_937.jpeg,.jpeg,True,300,300,3,5fe777675a8302287a8e3ed987764e32
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1140.jpeg,cast_ok_0_1140.jpeg,.jpeg,True,300,300,3,6b4a6fac79dc34171cb22f1e4a8d839c
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1140.jpeg,cast_ok_0_1140.jpeg,.jpeg,True,300,300,3,6b4a6fac79dc34171cb22f1e4a8d839c
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1134.jpeg,cast_ok_0_1134.jpeg,.jpeg,True,300,300,3,6e94b2fcc21d5ed4b5d541e87616bf82
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1134.jpeg,cast_ok_0_1134.jpeg,.jpeg,True,300,300,3,6e94b2fcc21d5ed4b5d541e87616bf82
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1144.jpeg,cast_ok_0_1144.jpeg,.jpeg,True,300,300,3,747aad33998897f383a8004a0059db41
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1144.jpeg,cast_ok_0_1144.jpeg,.jpeg,True,300,300,3,747aad33998897f383a8004a0059db41
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1026.jpeg,cast_ok_0_1026.jpeg,.jpeg,True,300,300,3,75e28f04f2fabc7f544aea16e3e91c6a
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1026.jpeg,cast_ok_0_1026.jpeg,.jpeg,True,300,300,3,75e28f04f2fabc7f544aea16e3e91c6a
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_880.jpeg,cast_ok_0_880.jpeg,.jpeg,True,300,300,3,76859edd172d1b3fbdbe6c454a24c94b
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_880.jpeg,cast_ok_0_880.jpeg,.jpeg,True,300,300,3,76859edd172d1b3fbdbe6c454a24c94b
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_932.jpeg,cast_ok_0_932.jpeg,.jpeg,True,300,300,3,80cff8b5319939d157e39d784c9b1d86
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_932.jpeg,cast_ok_0_932.jpeg,.jpeg,True,300,300,3,80cff8b5319939d157e39d784c9b1d86
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1020.jpeg,cast_ok_0_1020.jpeg,.jpeg,True,300,300,3,8549274af999b900f3efd7e799c2f6c2
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1020.jpeg,cast_ok_0_1020.jpeg,.jpeg,True,300,300,3,8549274af999b900f3efd7e799c2f6c2
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1088.jpeg,cast_ok_0_1088.jpeg,.jpeg,True,300,300,3,87da2cb93c2f5f9022cbd5dfb587bb2a
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1088.jpeg,cast_ok_0_1088.jpeg,.jpeg,True,300,300,3,87da2cb93c2f5f9022cbd5dfb587bb2a
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1213.jpeg,cast_ok_0_1213.jpeg,.jpeg,True,300,300,3,8ab279358cd00e704a3a2381d58e826a
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1213.jpeg,cast_ok_0_1213.jpeg,.jpeg,True,300,300,3,8ab279358cd00e704a3a2381d58e826a
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1121.jpeg,cast_ok_0_1121.jpeg,.jpeg,True,300,300,3,8afd66573906b24fc15aba18c20fcdec
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1121.jpeg,cast_ok_0_1121.jpeg,.jpeg,True,300,300,3,8afd66573906b24fc15aba18c20fcdec
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1203.jpeg,cast_ok_0_1203.jpeg,.jpeg,True,300,300,3,8d290520cafc319769b9b218dec970a6
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1203.jpeg,cast_ok_0_1203.jpeg,.jpeg,True,300,300,3,8d290520cafc319769b9b218dec970a6
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1093.jpeg,cast_ok_0_1093.jpeg,.jpeg,True,300,300,3,8f921198befee5bea44cefbaa16dd824
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1093.jpeg,cast_ok_0_1093.jpeg,.jpeg,True,300,300,3,8f921198befee5bea44cefbaa16dd824
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_973.jpeg,cast_ok_0_973.jpeg,.jpeg,True,300,300,3,95e5ae2f8474d38783489e643c409ac0
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_973.jpeg,cast_ok_0_973.jpeg,.jpeg,True,300,300,3,95e5ae2f8474d38783489e643c409ac0
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1021.jpeg,cast_ok_0_1021.jpeg,.jpeg,True,300,300,3,9fac08f441d046a839f777a6bb2119fc
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1021.jpeg,cast_ok_0_1021.jpeg,.jpeg,True,300,300,3,9fac08f441d046a839f777a6bb2119fc
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_935.jpeg,cast_ok_0_935.jpeg,.jpeg,True,300,300,3,a205c791a33ccc1223bc4125e47c5d98
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_935.jpeg,cast_ok_0_935.jpeg,.jpeg,True,300,300,3,a205c791a33ccc1223bc4125e47c5d98
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1176.jpeg,cast_ok_0_1176.jpeg,.jpeg,True,300,300,3,a60299299f555613297fe3ccb4a2f5ce
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1176.jpeg,cast_ok_0_1176.jpeg,.jpeg,True,300,300,3,a60299299f555613297fe3ccb4a2f5ce
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1160.jpeg,cast_ok_0_1160.jpeg,.jpeg,True,300,300,3,a768100b26d565daa69c90587902eb0c
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1160.jpeg,cast_ok_0_1160.jpeg,.jpeg,True,300,300,3,a768100b26d565daa69c90587902eb0c
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1001.jpeg,cast_ok_0_1001.jpeg,.jpeg,True,300,300,3,adb6835b24c8c51e0a84cf82db119b13
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1001.jpeg,cast_ok_0_1001.jpeg,.jpeg,True,300,300,3,adb6835b24c8c51e0a84cf82db119b13
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1180.jpeg,cast_ok_0_1180.jpeg,.jpeg,True,300,300,3,b0aec3ab17a4935aef6131ae558fb99a
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1180.jpeg,cast_ok_0_1180.jpeg,.jpeg,True,300,300,3,b0aec3ab17a4935aef6131ae558fb99a
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1002.jpeg,cast_ok_0_1002.jpeg,.jpeg,True,300,300,3,c709806994db057026e31294dc5dbec4
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1002.jpeg,cast_ok_0_1002.jpeg,.jpeg,True,300,300,3,c709806994db057026e31294dc5dbec4
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1202.jpeg,cast_ok_0_1202.jpeg,.jpeg,True,300,300,3,cb5e50e168db37501ed714469a1795f9
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1202.jpeg,cast_ok_0_1202.jpeg,.jpeg,True,300,300,3,cb5e50e168db37501ed714469a1795f9
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1127.jpeg,cast_ok_0_1127.jpeg,.jpeg,True,300,300,3,d483d59988b201312743099625efa9ef
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1127.jpeg,cast_ok_0_1127.jpeg,.jpeg,True,300,300,3,d483d59988b201312743099625efa9ef
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_904.jpeg,cast_ok_0_904.jpeg,.jpeg,True,300,300,3,e0e3d9b3f85a0597cd29b2c187450b63
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_904.jpeg,cast_ok_0_904.jpeg,.jpeg,True,300,300,3,e0e3d9b3f85a0597cd29b2c187450b63
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1209.jpeg,cast_ok_0_1209.jpeg,.jpeg,True,300,300,3,e169af32d7ac2875763816af9e5b4101
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1209.jpeg,cast_ok_0_1209.jpeg,.jpeg,True,300,300,3,e169af32d7ac2875763816af9e5b4101
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1031.jpeg,cast_ok_0_1031.jpeg,.jpeg,True,300,300,3,e238233a9d1c4fac801c15a2cc026262
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1031.jpeg,cast_ok_0_1031.jpeg,.jpeg,True,300,300,3,e238233a9d1c4fac801c15a2cc026262
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_1092.jpeg,cast_ok_0_1092.jpeg,.jpeg,True,300,300,3,e65d7b2bf0ccf832df8b6bb25d3dcde5
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_1092.jpeg,cast_ok_0_1092.jpeg,.jpeg,True,300,300,3,e65d7b2bf0ccf832df8b6bb25d3dcde5
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_942.jpeg,cast_ok_0_942.jpeg,.jpeg,True,300,300,3,e893b72c44e332cc5ce5385a1f41580c
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_942.jpeg,cast_ok_0_942.jpeg,.jpeg,True,300,300,3,e893b72c44e332cc5ce5385a1f41580c
test,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/test/ok_front/cast_ok_0_976.jpeg,cast_ok_0_976.jpeg,.jpeg,True,300,300,3,ea59efde2af4e7b1f548f2ce991620a1
train,ok_front,/kaggle/input/real-life-industrial-dataset-of-casting-product/casting_data/casting_data/train/ok_front/cast_ok_0_976.jpeg,cast_ok_0_976.jpeg,.jpeg,True,300,300,3,ea59efde2af4e7b1f548f2ce991620a1
